id,brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
69917,ford,Ford Kuga,black,12/2019,2019,21490,110,150,Automatic,Petrol,"8,9 l/100 km",202 g/km,30165.0,Titanium*Navi*BI-Xenon*ACC*Sound*Teilleder
55284,fiat,Fiat 500,grey,11/2020,2020,17200,51,69,Automatic,Petrol,"5,2 l/100 km",120 g/km,27251.0,Lounge (150) Lim./ Besondere Farbe
31050,bmw,BMW X5,brown,11/2013,2013,28000,190,258,Automatic,Diesel,7 l/100 km,- (g/km),128000.0,xDrive30d Sport-Aut.
1846,audi,Audi A3,black,03/2000,2000,3200,110,150,Manual,Petrol,"7,8 l/100 km",- (g/km),272000.0,TT Roadster 1.8 T
77174,honda,Honda CR-V,black,03/2023,2023,38990,107,145,Automatic,Hybrid,"6,6 l/100 km",151 g/km,15.0,e:HEV 2.0 i-MMD Hybrid 2WD Sport Line (RW/RW)
41289,bmw,BMW 430,blue,05/2021,2021,45990,190,258,Automatic,Petrol,"5,7 l/100 km",131 g/km,21700.0,i M SPORT PAKET COUPE LED PDC HIFI KAMERA***
68161,ford,Ford Fiesta,silver,12/2018,2018,12650,52,71,Manual,Petrol,"4,7 l/100 km",107 g/km,37798.0,5-Türer 1.1 Cool & Connect - Navi - GJR
3227,audi,Audi A4,blue,10/2007,2007,8300,140,190,Automatic,Diesel,"6,4 l/100 km",- (g/km),271000.0,2.7 TDI DPF multitronic Ambiente
63866,ford,Ford S-Max,grey,05/2016,2016,16900,110,150,Manual,Diesel,5 l/100 km,129 g/km,99000.0,2.0 TDCi+Euro6+Navi+PDC+Tempomat+Sitzhz+
47972,dacia,Dacia Dokker,blue,10/2015,2015,12590,66,90,Manual,Diesel,"4,2 l/100 km",- (g/km),79000.0,dCi 90 Stepway
43861,citroen,Citroen C3 Picasso,black,09/2010,2010,5000,70,95,Manual,Petrol,,- (g/km),133000.0,VTI 95 Attraction
8968,audi,Audi A3,black,02/2014,2014,12300,110,150,Automatic,Diesel,"4,4 l/100 km",117 g/km,188943.0,2.0 TDI S tronic
6743,audi,Audi A1,black,05/2012,2012,16299,136,185,Automatic,Petrol,"5,9 l/100 km",139 g/km,79000.0,1.4 TFSI Sportback S tronic line Sportpaket
59166,ford,Ford Galaxy,blue,03/2009,2009,5300,103,140,Manual,Diesel,6 l/100 km,159 g/km,280000.0,2.0 TDCi DPF Ghia
61388,ford,Ford C-Max,silver,10/2013,2013,6790,92,125,Manual,Petrol,"5,1 l/100 km",121 g/km,175500.0,SYNC Edition*Rückfahrkamera*PDC*SH
68653,ford,Ford Fiesta,blue,03/2019,2019,33500,147,200,Manual,Petrol,"5,9 l/100 km",- (g/km),24400.0,Fiesta 1.5 EcoBoost S
29950,bmw,BMW 118,blue,07/2012,2012,15890,125,170,Automatic,Petrol,"5,8 l/100 km",137 g/km,78000.0,i Sportline (Automatik- Navi- Tempomat-Xenon)
87847,kia,Kia Picanto,grey,12/2012,2012,2900,51,69,Manual,Petrol,"4,2 l/100 km",99 g/km,195000.0,1
35168,bmw,BMW 220,black,01/2016,2016,19590,140,190,Automatic,Diesel,4 l/100 km,107 g/km,111131.0,220d M Sport Aut.*NAVI*XENON*PDC*SHZ*
50311,dacia,Dacia,white,06/2022,2022,23485,81,110,Manual,Petrol,"5,7 l/100 km",130 g/km,15.0,Comfort 1.0 TCe 110 EU6d SHZ+KLIMAAUTO+APPLE CAR+U
50304,dacia,Dacia Logan,white,09/2022,2022,16890,67,91,Manual,Petrol,"5,2 l/100 km",111 g/km,5800.0,Comfort - PDC Media Display  TCe 90 67 kW (91 P...
99701,mazda,Mazda CX-3,grey,05/2019,2019,23850,110,150,Automatic,Petrol,"6,7 l/100 km",152 g/km,22850.0,Kangei AWD SHZ LEDER KAMERA NAVI HUD LED
24127,bmw,BMW 525,silver,04/2001,2001,3400,120,163,Manual,Diesel,"6,7 l/100 km",178 g/km,280000.0,i Touring (E39) NEUE TÜV/ LPG
62948,ford,Ford Focus,black,06/2015,2015,16800,88,120,Automatic,Diesel,"4,2 l/100 km",99 g/km,117300.0,1.5 TDCi DPF Start-Stopp-System Aut. Trend
19187,audi,Audi A1,black,08/2020,2020,22990,85,116,Automatic,Petrol,"5,2 l/100 km",119 g/km,33950.0,30 TFSI basis
3041,audi,Audi A4,black,03/2006,2006,8490,188,256,Manual,Petrol,11 l/100 km,264 g/km,200000.0,3.2 FSI quattro Cabriolet/S line Sport Paket
88113,kia,Kia,black,09/2014,2014,9990,99,135,Automatic,Petrol,"6,4 l/100 km",144 g/km,248000.0,Ceed Sportswagon Spirit/Automatik/Kamera
23425,bmw,BMW Z3,silver,12/1996,1996,6990,103,140,Manual,Petrol,8 l/100 km,189 g/km,214000.0,Roadster 1.9 Leder*Sitzheizung*18 Zoll
49936,dacia,Dacia Sandero,white,10/2021,2021,15450,67,91,Manual,Petrol,5 l/100 km,113 g/km,56000.0,Stepway TCe 90 Comfort
14277,audi,Audi A1,silver,10/2017,2017,16999,92,125,Manual,Petrol,"4,9 l/100 km",115 g/km,51480.0,1.4 TFSI sport XenonPlus Sitzhzg PDC
19742,audi,Audi A3,gold,12/2020,2020,34770,110,150,Manual,Petrol,"4,8 l/100 km",114 g/km,33128.0,Limousine advanced 35 TFSI Nav/ACC/sound/PhoneBox
71797,ford,Ford Focus,silver,10/2020,2020,15950,88,120,Manual,Diesel,"3,5 l/100 km",93 g/km,71100.0,Turnier 1.5 Cool & Connect Incl. Inspektionspaket
86657,jeep,Jeep Renegade,yellow,04/2020,2020,24900,132,179,Automatic,Petrol,8 l/100 km,183 g/km,40200.0,MY20 Limited 1.3l T-GDI (180PS) 4x4
31623,bmw,BMW 640,black,12/2013,2013,31499,235,320,Automatic,Petrol,"8,1 l/100 km",- (g/km),168000.0,640i xDrive Gran Coupe
77272,hyundai,Hyundai Getz,black,11/2007,2007,700,49,67,Manual,Petrol,"5,5 l/100 km",- (g/km),158000.0,Getz 1.1
71500,ford,Ford Focus,grey,01/2020,2020,23990,134,182,Manual,Petrol,"5,2 l/100 km",0 g/km,47440.0,1.5 EcoBoost ST-Line LED Navi Kamera DAB
2311,audi,Audi A6,blue,08/2004,2004,3200,120,163,Manual,Diesel,"6,9 l/100 km",- (g/km),329000.0,A6 Avant 2.5 TDI
62611,ford,Ford C-Max,blue,11/2015,2015,14500,110,150,Automatic,Diesel,"4,8 l/100 km",124 g/km,107000.0,Business Edition
57976,ford,Ford Fiesta,silver,06/2004,2004,2380,51,69,Manual,Petrol,"6,5 l/100 km",154 g/km,159997.0,Viva*Klima*HU/AU NEU*Gepfl.*2. Vorb.*
69435,ford,Ford Fiesta,green,04/2019,2019,13380,52,71,Unknown,Petrol,"4,7 l/100 km",107 g/km,38700.0,Trend el. SD / Panoramadach  Navi PP
33795,bmw,BMW X3,black,11/2015,2015,20500,140,190,Manual,Diesel,"5,4 l/100 km",142 g/km,84000.0,xDrive20d
4301,audi,Audi A6,black,11/2009,2009,18440,213,290,Automatic,Petrol,"9,5 l/100 km",225 g/km,141500.0,Avant 3.0TFSI q S-Line LED Leder AHK Tel Bose
12510,audi,Audi A5,white,10/2016,2016,15950,140,190,Automatic,Diesel,"4,9 l/100 km",130 g/km,195000.0,Coupe 2.0 TDI  quattro S-LINE **AUTOMATIK**
50520,dacia,Dacia Jogger,grey,06/2023,2023,23899,81,110,Manual,Petrol,"5,7 l/100 km",127 g/km,50.0,Extreme+ TCe 110 7-Sitzer
73289,ford,Ford S-Max,black,03/2021,2021,27890,110,150,Manual,Diesel,"6,2 l/100 km",163 g/km,79990.0,2.0 EcoBlue ST-Line *7-Sitzer*ACC*Kamera*
90654,kia,Kia Rio,white,01/2019,2019,15450,73,99,Automatic,Petrol,5 l/100 km,114 g/km,40000.0,Edition 7 | BLUETOOTH | TEMPOMAT | USB
40123,bmw,BMW 430,orange,02/2019,2019,34420,190,258,Automatic,Diesel,"5,5 l/100 km",144 g/km,63500.0,d Gran Coupé Luxury Line LED HuD Navi ACC
56266,fiat,Fiat Ulysse,brown,12/2022,2022,59999,100,136,Automatic,Electric,,395 km Reichweite,10.0,-E Living Lounge 100 kW 75kWh L3
4645,audi,Audi S5,white,08/2009,2009,24990,245,333,Automatic,Petrol,"9,7 l/100 km",224 g/km,67938.0,3.0 TFSI Cabriolet DKG*B&O*SHZ*TEMP*MMI PLUS
12288,audi,Audi A6,black,02/2016,2016,31900,240,326,Automatic,Diesel,"6,4 l/100 km",169 g/km,155852.0,Avant 3.0 TDI competition MTRIX HUD 360 ACC S
92213,kia,Kia XCeed,silver,04/2022,2022,31876,104,141,Automatic,Hybrid,"1,2 l/100 km",29 g/km,6155.0,Vision Navi+Kamera+SHZ+Lenkrad beheizt
41342,bmw,BMW X1,brown,09/2021,2021,24840,140,190,Automatic,Diesel,"5,4 l/100 km",141 g/km,13957.0,sDrive20d Sport Line Head-Up DAB LED AHK Shz
35806,bmw,BMW 525,blue,02/2017,2017,52890,160,218,Manual,Diesel,"5,2 l/100 km",136 g/km,94000.0,525d Touring
93369,kia,Kia Sportage,orange,02/2023,2023,45970,132,179,Automatic,Petrol,6 l/100 km,137 g/km,2900.0,1.6T AWD DCT GTL GD Dri Sound
39633,bmw,BMW 320,silver,07/2019,2019,22990,140,190,Automatic,Diesel,"4,8 l/100 km",166 g/km,89781.0,320d Touring LED Navi Sitzheizung Tempomat
91625,kia,Kia Ceed SW / cee'd SW,silver,03/2021,2021,26331,104,141,Automatic,Hybrid,"1,1 l/100 km",28 g/km,28100.0,Sportswagon VISION PHEV DCT NAVI SHZ PDC LED 1....
10252,audi,Audi A6,grey,10/2015,2015,20300,160,218,Automatic,Diesel,"5,1 l/100 km",135 g/km,193680.0,Avant 3.0 TDI quattro S tronic
49005,dacia,Dacia Duster,white,11/2018,2018,13940,84,114,Manual,Petrol,"6,5 l/100 km",149 g/km,83000.0,II Prestige 1.6 | NAVI | R.Kamera | AHK
6176,audi,Audi A5,white,06/2011,2011,16500,140,190,Automatic,Diesel,"6,4 l/100 km",- (g/km),137000.0,2.7 TDI DPF multitronic
1076,alfa-romeo,Alfa Romeo Stelvio,grey,04/2022,2022,84490,375,510,Automatic,Petrol,10 l/100 km,229 g/km,20.0,"Quadrifoglio Glasschiebedach, NP:99.340"
20824,audi,Audi Q8,grey,06/2022,2022,74550,250,340,Automatic,Petrol,"8,6 l/100 km",197 g/km,12673.0,55 TFSI quattro tiptronic ACC Luftfederung
89929,kia,Kia Picanto,orange,10/2018,2018,10990,49,67,Manual,Petrol,,- (g/km),32500.0,1.0 Cool Classic Edition
3978,audi,Audi S6,silver,07/2008,2008,21900,320,435,Automatic,Petrol,"13,4 l/100 km",319 g/km,111096.0,Avant 5.2 quattro exclusiv Keyless|Kamera|ACC
67919,ford,Ford Mondeo,silver,06/2018,2018,19990,149,203,Automatic,Petrol,,- (g/km),80904.0,Turnier 2.0 EcoBoost ST-Line LED NAVI
97359,maserati,Maserati Levante,black,07/2017,2017,49999,202,275,Automatic,Diesel,"7,9 l/100 km",208 g/km,36500.0,"Diesel 3.0 V6 202kW Q4,SPORT,PANORAMA,21"
80858,hyundai,Hyundai i30,red,10/2019,2019,16490,73,99,Manual,Petrol,- (l/100 km),138 g/km,7920.0,"1,4 Trend NAVI*PDC*ALU"
7534,audi,Audi Q5,grey,06/2013,2013,18500,130,177,Automatic,Diesel,"6,1 l/100 km",159 g/km,173000.0,2.0 TDI quattro S tronic
77102,honda,Honda e,black,12/2022,2022,31599,113,154,Automatic,Electric,,210 km Reichweite,200.0,"Advance (17"")"
80477,hyundai,Hyundai KONA,blue,05/2019,2019,24900,150,204,Manual,Electric,,0 g/km,21500.0,Trend Elektro 2WD Navi Soundsystem Klimaautom DAB
47456,citroen,Citroen C5 X,grey,01/2023,2023,32870,96,131,Automatic,Petrol,6 l/100 km,137 g/km,5.0,Feel Pack 130  LED Navi Drive Ass. Winterpaket
47089,citroen,Citroen C3 Aircross,black,07/2022,2022,22690,96,131,Automatic,Petrol,- (l/100 km),- (g/km),5000.0,1.2 130PS Automatik C-Series LED-Scheinw. Klima...
47950,dacia,Dacia Sandero,white,06/2014,2014,7390,66,90,Manual,Petrol,5 l/100 km,119 g/km,100000.0,II Laureate
62946,ford,Ford Fiesta,black,06/2015,2015,22999,60,82,Manual,Petrol,"5,2 l/100 km",123 g/km,134500.0,Trend*SH*Klima*Hu12/2024
5180,audi,Audi A3,silver,11/2010,2010,7500,103,140,Manual,Diesel,"4,4 l/100 km",115 g/km,176765.0,2.0 TDI Sportback DPF Attraction
8426,audi,Audi Q3,blue,02/2014,2014,17990,130,177,Manual,Diesel,"5,6 l/100 km",148 g/km,127281.0,2.0 TDI quattro S line**NAVI**XENON**LEDER**
18015,audi,Audi Q3,silver,05/2019,2019,31890,140,190,Automatic,Petrol,"8,9 l/100 km",202 g/km,31021.0,advanced 40 TFSI quattro LED Einparkhilfe Nav
35543,bmw,BMW 218,white,03/2016,2016,11500,100,136,Manual,Petrol,"4,9 l/100 km",- (g/km),112000.0,218i Active Tourer  privat
54443,fiat,Fiat 500,white,04/2018,2018,11000,51,69,Manual,Petrol,"4,9 l/100 km",115 g/km,32246.0,Mirror (150) Cabrio
75377,ford,Ford Puma,red,02/2023,2023,27190,92,125,Manual,Hybrid,,- (g/km),1600.0,"ST-Line MHEV Kamera, PPv.+h., Navi,LED, AHK"
43140,bmw,BMW i4,black,05/2023,2023,54150,210,286,Automatic,Electric,,472 km Reichweite,100.0,eDrive 35 Klimaautomatik M Sportpaket HiFi
44206,citroen,Citroen C1,grey,05/2014,2014,5990,50,68,Manual,Petrol,"4,5 l/100 km",103 g/km,62000.0,Selection 1.0 Klima BT teilb.Rücksb Lederlenkrad M
83966,hyundai,Hyundai TUCSON,white,05/2023,2023,41044,132,179,Automatic,Petrol,"7,1 l/100 km",161 g/km,14.0,"IV 1,6 T-GDI 4WD Aut. N-LINE DAB LED NAVI RFK V..."
41243,bmw,BMW 235,blue,06/2021,2021,41770,225,306,Automatic,Petrol,"6,7 l/100 km",154 g/km,12310.0,2 Gran Coupe M i xDrive HUP+Navi+LED+Kam+PDC
5534,audi,Audi A3,grey,11/2011,2011,6800,77,105,Manual,Diesel,"4,2 l/100 km",- (g/km),295000.0,1.6 TDI Sportback DPF Ambiente
40102,bmw,BMW 330,white,09/2019,2019,37950,215,292,Automatic,Hybrid,,58 km Reichweite,74112.0,e M Sport Aut HUD Glasdach Laser ACC HarmanKa
87451,jeep,Jeep Renegade,black,02/2023,2023,29669,96,131,Automatic,Petrol,"5,8 l/100 km",131 g/km,10.0,e-Hybrid Upland 1.5l MHEV 48V 96 k
76094,ford,Ford EcoSport,silver,01/2023,2023,23390,92,125,Manual,Petrol,5 l/100 km,141 g/km,20.0,"Titanium 1,0l Ecoboost BLIS,RFK,PDC"
74552,ford,Ford Puma,silver,01/2022,2022,20370,92,125,Manual,Petrol,8 l/100 km,120 g/km,11707.0,1.0EcoBoost Mild Hybrid ST Line Kamera
63538,ford,Ford Focus,blue,05/2016,2016,8595,77,105,Manual,Diesel,"3,4 l/100 km",90 g/km,132081.0,Turnier Trend  NAVI EINPARKHILFE TEMPOMAT
97673,maserati,Maserati Levante,white,12/2021,2021,98777,316,430,Automatic,Petrol,12 l/100 km,272 g/km,36.0,SQ4 GranSport*Trofeo-Paket
83576,hyundai,Hyundai TUCSON,red,04/2023,2023,37990,132,179,Automatic,Hybrid,6 l/100 km,137 g/km,10.0,1.6T-GDI mHev AT 4x4 LED Navi Kam 4xSHZ VC
81517,hyundai,Hyundai KONA,blue,01/2020,2020,27470,77,105,Automatic,Hybrid,"4,3 l/100 km",99 g/km,35050.0,"1.6 GDI Hybrid ""Premium"" Navi & Sitz-Paket"
52612,fiat,Fiat Panda,blue,09/2005,2005,2990,44,60,Manual,Petrol,,- (g/km),85444.0,1.2 8V Active
89181,kia,Kia Sportage,white,02/2017,2017,14500,136,185,Manual,Diesel,"5,9 l/100 km",154 g/km,187000.0,2.0 CRDi 185 AWD GT line
46209,citroen,Citroen C5 Aircross,white,12/2020,2020,29780,165,224,Automatic,Hybrid,,36 g/km,28320.0,#43 Leder*LED-Scheinwerfer*Klimaautomatik*Sitzheiz
58003,ford,Ford Fusion,silver,10/2004,2004,3850,59,80,Manual,Petrol,"6,9 l/100 km",163 g/km,99134.0,Plus Klima 2. HAND *99.134km* ZAHNRIEMEN
56498,fiat,Fiat 500,red,10/2022,2022,17190,52,71,Manual,Petrol,"4,6 l/100 km",106 g/km,99.0,1.0 GSE HYBRID DOLCEVITA CARPLAY TECH PDC
71357,ford,Ford Focus,grey,07/2020,2020,22450,110,150,Automatic,Petrol,"5,3 l/100 km",- (g/km),25000.0,Turnier 1.5 EcoBoost Start-Stopp-System Aut. ACTIV
40841,bmw,BMW 218,silver,04/2020,2020,36849,110,150,Automatic,Diesel,"4,7 l/100 km",123 g/km,92940.0,"Active Tourer d xDrive Advantage, LED, Navi, Sitzh"
47079,citroen,Citroen C3 Aircross,black,08/2022,2022,21900,81,110,Manual,Petrol,"4,8 l/100 km",110 g/km,5000.0,1.2 110PS C-Series Rückf.Kamera Klima Navi Touc...
71899,ford,Ford Mondeo,silver,01/2020,2020,21900,140,190,Automatic,Diesel,"4,7 l/100 km",125 g/km,106126.0,Titanium 2.0 Autom. LED Navi Klima PDC
81085,hyundai,Hyundai TUCSON,black,08/2019,2019,21000,85,116,Manual,Diesel,5 l/100 km,132 g/km,45000.0,blue 1.6 CRDi 2WD Pure
80766,hyundai,Hyundai i30,grey,09/2019,2019,16440,85,116,Manual,Diesel,"4,3 l/100 km",129 g/km,74864.0,I30 KOMBI 1.6 CRDI SoEd YES!+KAMERA+NAVI+Klimaau
65293,ford,Ford Focus,grey,10/2017,2017,10999,110,150,Manual,Petrol,"5,5 l/100 km",127 g/km,117000.0,Lim. Business 1 Hand Garantie
7686,audi,Audi A5,black,04/2013,2013,21900,180,245,Automatic,Diesel,"5,8 l/100 km",154 g/km,143400.0,3.0 TDI quattro*S-Line*S-tron*StHzg*Sitzkühl*
41908,bmw,BMW,white,05/2021,2021,72850,390,530,Automatic,Petrol,"11,5 l/100 km",263 g/km,80000.0,i*Pano*HuD*Laser*StHz*H&K*DrivAsst+*Soft*
7269,audi,Audi A6,blue,10/2013,2013,14100,150,204,Manual,Diesel,"5,3 l/100 km",140 g/km,221030.0,Avant 3.0 TDI / Standheizung
76849,honda,Honda Jazz,red,12/2019,2019,19500,96,131,Manual,Petrol,"5,9 l/100 km",134 g/km,51000.0,1.5 i-VTEC Dynamic / Anschlussgarantie
95329,land-rover,Land Rover Range Rover,grey,01/2019,2019,85950,250,340,Automatic,Diesel,"8,4 l/100 km",223 g/km,78557.0,Vogue Shadow /HUD/Softclose/ACC
15369,audi,Audi RS4,green,07/2018,2018,28490,331,450,Automatic,Petrol,"8,8 l/100 km",200 g/km,67725.0,Avant 2.9 TFSI qu. Sp.Abgas*RS-Dynamikp.*B&O
61674,ford,Ford C-Max,blue,11/2014,2014,11960,110,150,Manual,Petrol,"6,4 l/100 km",152 g/km,84582.0,C-MAX 1.6 EcoBoost Start-Stop-System Titanium
13981,audi,Audi A5,black,10/2017,2017,29950,185,252,Automatic,Petrol,"6,2 l/100 km",141 g/km,50000.0,2.0 TFSI quattro sport* S-LINE*NAVI*VIRTUAL*
80377,hyundai,Hyundai TUCSON,white,03/2018,2018,20480,130,177,Manual,Petrol,,- (g/km),53100.0,1.6 AHK/Kamera/SHZ/Navi/USB
75972,ford,Ford Puma,silver,01/2023,2023,26490,92,125,Automatic,Petrol,"5,7 l/100 km",135 g/km,13000.0,Titanium 1.0 EB Hybrid Autom LED Navi RFK
4995,audi,Audi Q5,black,01/2010,2010,9900,155,211,Manual,Petrol,"8,6 l/100 km",199 g/km,200500.0,2.0 TFSI quattro
99983,mazda,Mazda 3,red,06/2019,2019,21790,90,122,Manual,Petrol,5 l/100 km,113 g/km,57000.0,SKYACTIV-G 2.0 M-Hybrid SELECTION-MAYEN
97626,maserati,Maserati Ghibli,grey,01/2021,2021,84555,316,430,Automatic,Petrol,12 l/100 km,278 g/km,23109.0,S Q4 GranSport
59290,ford,Ford Mustang,red,03/2009,2009,29900,224,305,Manual,Petrol,,321 g/km,25802.0,GT 4.6 Premium Coupe 2009 1.Hand/Top-Zustand/
67604,ford,Ford Focus,black,04/2018,2018,22790,184,250,Manual,Petrol,"6,8 l/100 km",159 g/km,69458.0,Turnier ST Recaro+BiXenon+Navi+Kamera+Winter+PDC+P
86801,jeep,Jeep Grand Cherokee,white,07/2020,2020,50890,184,250,Automatic,Diesel,7 l/100 km,184 g/km,30000.0,"3.0 CRD ""S""  SRT-Optik"
86023,jeep,Jeep Grand Cherokee,grey,09/2016,2016,33990,184,250,Automatic,Diesel,7 l/100 km,184 g/km,60950.0,3.0I Multijet Overland 4x4 8AT
89863,kia,Kia Stonic,white,02/2018,2018,21850,88,120,Manual,Petrol,5 l/100 km,115 g/km,36290.0,PLATINUM ED. 1.0 (*NAVI*FREISPRECH*)
59483,ford,Ford Fiesta,silver,09/2009,2009,8000,71,97,Manual,Petrol,"5,8 l/100 km",133 g/km,42800.0,1.2 Ambiente Klima/Radio/BC
26283,bmw,BMW 116,black,10/2007,2007,5000,90,122,Manual,Petrol,"6,1 l/100 km",143 g/km,168058.0,i Lim. (E81/E87)
93841,lamborghini,Lamborghini Aventador,black,02/2021,2021,649900,566,770,Automatic,Petrol,"19,6 l/100 km",452 g/km,13800.0,SVJ*NOVITEC Abgasanlage *Full Carbon*
11435,audi,Audi A4,blue,10/2016,2016,23500,110,150,Automatic,Diesel,"3,8 l/100 km",- (g/km),112000.0,Avant 2.0 TDI Panorama Dach- Kamera-Navi
38320,bmw,BMW 330,white,07/2018,2018,27950,185,252,Manual,Petrol,,- (g/km),62915.0,i/LED/APPLE/WIFI/TTW/NAVI/SBD/SHZ/KAMERA/R18
120,alfa-romeo,Alfa Romeo 156,red,10/2004,2004,2590,122,166,Automatic,Petrol,"8,9 l/100 km",- (g/km),172000.0,Sportwagon 2.0 Automatik 16V JTS Selespeed
40342,bmw,BMW 530,blue,01/2020,2020,41840,185,252,Automatic,Hybrid,,58 km Reichweite,69784.0,e Navi Leder Tempom.aktiv Bluetooth PDC MP3 Schn.
50759,dacia,Dacia Sandero,black,04/2023,2023,18990,67,91,Manual,Petrol,"5,1 l/100 km",115 g/km,8.0,Stepway TCe 90 LED Navi AAC Kam Apple/Andr
94259,land-rover,Land Rover Range Rover Evoque,white,12/2015,2015,28500,132,179,Automatic,Diesel,"5,1 l/100 km",164 g/km,95000.0,TD4 Aut. HSE Dynamic
54717,fiat,Fiat Tipo,grey,01/2019,2019,13990,88,120,Manual,Petrol,"7,1 l/100 km",179 g/km,50000.0,1.4 T-JET LOUNGE +LM17+NAVI+RFK+S/HZ+XENON+MET++
41188,bmw,BMW X2,gold,03/2020,2020,27980,141,192,Automatic,Petrol,"5,7 l/100 km",131 g/km,37150.0,sDrive20i LED.Navi.H/K.RfK.SH.Tempo.Sportsitz Navi
53538,fiat,Fiat Punto,white,10/2015,2015,6799,51,69,Manual,Petrol,"5,4 l/100 km",128 g/km,56679.0,Pop Klima Fenster el.
44247,citroen,Citroen Berlingo,black,08/2014,2014,10900,84,114,Manual,Diesel,"5,3 l/100 km",140 g/km,230883.0,Kombi SelectionKLIMA PDC   -EXPORT-
70943,ford,Ford Puma,blue,09/2020,2020,21875,92,125,Manual,Petrol,,- (g/km),35852.0,1.0 EcoBoost ST-LINE
98610,mazda,Mazda 3,black,05/2016,2016,11950,88,120,Manual,Petrol,"5,1 l/100 km",121 g/km,126745.0,Lim. Center-Line
61724,ford,Ford Grand C-Max,blue,01/2014,2014,10490,110,150,Manual,Petrol,"6,4 l/100 km",152 g/km,87000.0,Titanium 1.6 EcoBoost/AHK-klappbar/Bi-Xenon/Am.Bel
97390,maserati,Maserati Levante,white,05/2017,2017,46900,316,430,Automatic,Petrol,"10,9 l/100 km",253 g/km,36002.0,Gran Lusso S Q4
43038,bmw,BMW M8,black,01/2023,2023,169990,460,625,Automatic,Petrol,"11,2 l/100 km",258 g/km,4500.0,Competition Coupé xDrive   B&W RACING SEAT
712,alfa-romeo,Alfa Romeo Stelvio,violet,04/2018,2018,24950,154,209,Automatic,Diesel,"4,8 l/100 km",127 g/km,150000.0,Super Q4*XEN*TLEDER*RCAM*KLIMAAUT*AHK
98940,mazda,Mazda 3,blue,04/2018,2018,16480,88,120,Manual,Petrol,"5,1 l/100 km",119 g/km,74000.0,3 SKYACTIV-G 120 Sports-Line
91430,kia,Kia Sorento,grey,02/2021,2021,45970,148,201,Automatic,Diesel,"5,4 l/100 km",169 g/km,48900.0,2.2 CRDi DCT8 2WD SPIRIT +360°KAM+NAVI++
66670,ford,Ford Fiesta,blue,04/2018,2018,13890,92,125,Manual,Petrol,"4,3 l/100 km",98 g/km,48994.0,Titanium *SCHEIBENHEIZUNG*KLIMAAUTOMATIK*
88271,kia,Kia Sportage,grey,06/2015,2015,10900,85,116,Manual,Diesel,"5,3 l/100 km",139 g/km,185000.0,1.7 CRDi 2WD Sportage
23926,bmw,BMW Z8,silver,10/2000,2000,208000,294,400,Manual,Petrol,"14,5 l/100 km",349 g/km,59800.0,Roadster Hardtop seit 10 Jahren im Besitz
81184,hyundai,Hyundai KONA,silver,06/2019,2019,28590,150,204,Automatic,Electric,,0 g/km,57750.0,"Style Elektro 2WD, neuer Akku, AHK, ..."
95744,land-rover,Land Rover Range Rover Evoque,white,07/2019,2019,39500,132,179,Automatic,Diesel,"5,5 l/100 km",145 g/km,52900.0,D180 S AWD Automatik/ACC/AHK
99845,mazda,Mazda 6,red,04/2019,2019,22780,135,184,Automatic,Diesel,,176 g/km,80342.0,Kombi 2.2 SKYACTIV-D Sports-Line Leder Navi
39383,bmw,BMW 118,black,11/2019,2019,19500,103,140,Automatic,Petrol,"5,3 l/100 km",121 g/km,112000.0,Baureihe 1 Lim. 118 i Advantage
2092,audi,Audi A6,silver,11/2002,2002,1500,125,170,Automatic,Petrol,"9,9 l/100 km",238 g/km,256000.0,Avant 2.4
23202,bentley,Bentley Continental GT,black,04/2020,2020,259000,467,635,Automatic,Petrol,,- (g/km),8700.0,*W12*
38525,bmw,BMW 520,white,06/2018,2018,21950,140,190,Manual,Diesel,"4,5 l/100 km",119 g/km,177673.0,d Touring/NAVI PROF/LEDER/LED/PANO/PDC/SHZ
56160,fiat,Fiat 500,blue,08/2022,2022,16490,51,69,Manual,Petrol,"4,7 l/100 km",106 g/km,15650.0,"Dolcevita Hybrid, Glasdach, DAB,Tempomat, Teillede"
3490,audi,Audi A4,black,05/2007,2007,4990,103,140,Automatic,Diesel,"5,9 l/100 km",158 g/km,175550.0,2.0 TDI S Line
42722,bmw,BMW 120,white,06/2022,2022,34900,140,190,Automatic,Diesel,"4,7 l/100 km",124 g/km,10710.0,d xDrive Sport LiveProf.Kamera HiFi Lenkradh.
52674,fiat,Fiat Qubo,black,09/2008,2008,5990,54,73,Manual,Petrol,7 l/100 km,165 g/km,130000.0,Dynamic
59543,ford,Ford Fiesta,white,10/2009,2009,4850,44,60,Manual,Petrol,"7,6 l/100 km",- (g/km),161180.0,Fiesta Courier Family
62417,ford,Ford Focus,white,04/2014,2014,6400,70,95,Manual,Diesel,"4,2 l/100 km",109 g/km,185000.0,"Turnier 1.6 TDCi,TÜV&Inspek&Reifen NEU! 19%MwSt"
16033,audi,Audi A3,silver,12/2018,2018,20890,110,150,Manual,Petrol,"5,3 l/100 km",120 g/km,98500.0,Sportback |SPORT |VIRT |CAM |LED |MMI |DAB
